"genus","species","scientific_name","common_name"
"Chenopodium","album","Chenopodium album"," Lamb's-Quarters"
"Chenopodium","album","Chenopodium album"," var. album"
"Chenopodium","standleyanum","Chenopodium standleyanum"," Standley's Goosefoot"
"Chimaphila","maculata","Chimaphila maculata"," Striped Prince's-Pine"
"Chimaphila","umbellata","Chimaphila umbellata"," Pipsissewa"
"Chimaphila","umbellata","Chimaphila umbellata"," ssp. cisatlantica"
"Chionanthus","virginicus","Chionanthus virginicus"," White Fringetree"
"Chloris","verticillata","Chloris verticillata"," Tumble Windmill Grass"
"Chondrilla","juncea","Chondrilla juncea"," Rush Skeltonweed"
"Chrysogonum","virginianum","Chrysogonum virginianum"," Green-and-Gold"
"Chrysogonum","virginianum","Chrysogonum virginianum"," var. virginianum"
"Chrysopsis","mariana","Chrysopsis mariana"," Maryland Golden-Aster"
"Chrysosplenium","americanum","Chrysosplenium americanum"," American Golden-Saxifrage"
"Cichorium","intybus","Cichorium intybus"," Chicory"
"Cicuta","maculata","Cicuta maculata"," Spotted Water-Hemlock"
"Cicuta","maculata","Cicuta maculata"," var. maculata"
"Cinna","arundinacea","Cinna arundinacea"," Sweet Wood-Reed"
"Circaea","alpina","Circaea alpina"," Small Enchanter's-Nightshade"
"Circaea","alpina","Circaea alpina"," ssp. alpina"
"Circaea","canadensis","Circaea canadensis"," Broad-Leaf Enchanter's-Nightshade"
"Cirsium","altissimum","Cirsium altissimum"," Tall Thistle"
"Cirsium","arvense","Cirsium arvense"," Canadian Thistle"
"Cirsium","discolor","Cirsium discolor"," Field Thistle"
"Cirsium","muticum","Cirsium muticum"," Swamp Thistle"
"Cirsium","vulgare","Cirsium vulgare"," Bull Thistle"
"Claytonia","caroliniana","Claytonia caroliniana"," Carolina Springbeauty"
"Claytonia","virginica","Claytonia virginica"," Virginia Springbeauty"
"Claytonia","virginica","Claytonia virginica"," var. virginica"
"Clematis","occidentalis","Clematis occidentalis"," Western Blue Virgin's-Bower"
"Clematis","occidentalis","Clematis occidentalis"," var. occidentalis"
"Clematis","terniflora","Clematis terniflora"," Sweet Autumn Virgin's-Bower"
"Clematis","viorna","Clematis viorna"," Vasevine"
"Clematis","virginiana","Clematis virginiana"," Devil's-Darning-Needles"
"Clinopodium","calamintha","Clinopodium calamintha"," Lesser Wild Basil"
"Clinopodium","vulgare","Clinopodium vulgare"," Wild Basil"
"Clintonia","borealis","Clintonia borealis"," Yellow Bluebead-Lily"
"Clintonia","umbellulata","Clintonia umbellulata"," White Bluebead-Lily"
"Clitoria","mariana","Clitoria mariana"," Atlantic Pigeonwings"
"Cocculus","carolinus","Cocculus carolinus"," Carolina Coralbead"
"Coeloglossum","viride","Coeloglossum viride"," Long-Bract Frog Orchid"
"Coleataenia","anceps","Coleataenia anceps"," Beaked Cut-Throat Grass"
"Coleataenia","rigidula","Coleataenia rigidula"," Red-Top Cut-Throat Grass"
"Coleataenia","rigidula","Coleataenia rigidula"," ssp. rigidula"
"Collinsonia","canadensis","Collinsonia canadensis"," Richweed"
"Comandra","umbellata","Comandra umbellata"," Bastard-Toadflax"
"Comandra","umbellata","Comandra umbellata"," ssp. umbellata"
"Commelina","communis","Commelina communis"," Asiatic Dayflower"
"Commelina","diffusa","Commelina diffusa"," Climbing Dayflower"
"Commelina","diffusa","Commelina diffusa"," var. diffusa"
"Commelina","erecta","Commelina erecta"," White-Mouth Dayflower"
"Commelina","virginica","Commelina virginica"," Virginia Dayflower"
"Comptonia","peregrina","Comptonia peregrina"," Sweet-Fern"
"Conium","maculatum","Conium maculatum"," Poison-Hemlock"
"Conoclinium","coelestinum","Conoclinium coelestinum"," Blue Mistflower"
"Conopholis","americana","Conopholis americana"," American Squawroot"
"Consolida","ajacis","Consolida ajacis"," Doubtful Knight's-Spur"
"Convallaria","majalis","Convallaria majalis"," European Lily-of-the-Valley"
"Convolvulus","arvensis","Convolvulus arvensis"," Field Bindweed"
"Corallorhiza","maculata","Corallorhiza maculata"," Summer Coralroot"
"Corallorhiza","maculata","Corallorhiza maculata"," var. maculata"
"Corallorhiza","odontorhiza","Corallorhiza odontorhiza"," Autumn Coralroot"
"Corallorhiza","wisteriana","Corallorhiza wisteriana"," Spring Coralroot"
"Coreopsis","lanceolata","Coreopsis lanceolata"," Lance-Leaf Tickseed"
"Coreopsis","tinctoria","Coreopsis tinctoria"," Golden Tickseed"
"Coreopsis","tinctoria","Coreopsis tinctoria"," var. tinctoria"
"Coreopsis","verticillata","Coreopsis verticillata"," Whorled Tickseed"
"Cornus","alternifolia","Cornus alternifolia"," Alternate-Leaf Dogwood"
"Cornus","amomum","Cornus amomum"," Silky Dogwood"
"Cornus","florida","Cornus florida"," Flowering Dogwood"
"Cornus","foemina","Cornus foemina"," Stiff Dogwood"
"Cornus","obliqua","Cornus obliqua"," Pale Dogwood"
"Cornus","racemosa","Cornus racemosa"," Gray Dogwood"
"Cornus","rugosa","Cornus rugosa"," Round-Leaf Dogwood"
"Corydalis","flavula","Corydalis flavula"," Yellow Fumewort"
"Corylus","americana","Corylus americana"," American Hazelnut"
"Corylus","cornuta","Corylus cornuta"," Beaked Hazelnut"
"Corylus","cornuta","Corylus cornuta"," var. cornuta"
"Crataegus","crus-galli","Crataegus crus-galli"," Cock-Spur Hawthorn"
"Crataegus","intricata","Crataegus intricata"," Copenhagen Hawthorn"
"Crataegus","macrosperma","Crataegus macrosperma"," Big-Fruit Hawthorn"
"Crataegus","punctata","Crataegus punctata"," Dotted Hawthorn"
"Crataegus","uniflora","Crataegus uniflora"," Dwarf Hawthorn"
"Crocanthemum","canadense","Crocanthemum canadense"," Long-Branch Frostweed"
"Crotalaria","sagittalis","Crotalaria sagittalis"," Arrow-Head Rattlebox"
"Croton","glandulosus","Croton glandulosus"," Vente-Conmigo"
"Croton","glandulosus","Croton glandulosus"," var. septentrionalis"
"Cruciata","pedemontana","Cruciata pedemontana"," Piedmont-Bedstraw"
"Cryptotaenia","canadensis","Cryptotaenia canadensis"," Canadian Honewort"
"Cunila","origanoides","Cunila origanoides"," Common Dittany"
"Cuphea","viscosissima","Cuphea viscosissima"," Blue Waxweed"
"Cuscuta","coryli","Cuscuta coryli"," Hazel Dodder"
"Cuscuta","gronovii","Cuscuta gronovii"," Scaldweed"
"Cuscuta","gronovii","Cuscuta gronovii"," var. gronovii"
"Cuscuta","pentagona","Cuscuta pentagona"," Bush-Clover Dodder"
"Cuscuta","pentagona","Cuscuta pentagona"," var. pentagona"
"Cuscuta","rostrata","Cuscuta rostrata"," Beaked Dodder"
"Cynanchum","laeve","Cynanchum laeve"," Honeyvine"
"Cynodon","dactylon","Cynodon dactylon"," Bermuda Grass"
"Cynoglossum","officinale","Cynoglossum officinale"," Gypsy-Flower"
"Cynoglossum","virginianum","Cynoglossum virginianum"," Southern Wild Comfrey"
"Cyperus","bipartitus","Cyperus bipartitus"," Shining Flat Sedge"
"Cyperus","echinatus","Cyperus echinatus"," Globe Flat Sedge"
"Cyperus","esculentus","Cyperus esculentus"," Chufa"
"Cyperus","esculentus","Cyperus esculentus"," var. leptostachyus"
"Cyperus","flavescens","Cyperus flavescens"," Yellow Flat Sedge"
"Cyperus","lancastriensis","Cyperus lancastriensis"," Many-Flower Flat Sedge"
"Cyperus","lupulinus","Cyperus lupulinus"," Great Plains Flat Sedge"
"Cyperus","odoratus","Cyperus odoratus"," Rusty Flat Sedge"
"Cyperus","polystachyos","Cyperus polystachyos"," Many-Spike Flat Sedge"
"Cyperus","polystachyos","Cyperus polystachyos"," var. texensis"
"Cyperus","retrofractus","Cyperus retrofractus"," Rough Flat Sedge"
"Cyperus","squarrosus","Cyperus squarrosus"," Awned Flat Sedge"
"Cyperus","strigosus","Cyperus strigosus"," Straw-Color Flat Sedge"
"Cypripedium","acaule","Cypripedium acaule"," Pink Lady's-Slipper"
"Cypripedium","parviflorum","Cypripedium parviflorum"," Yellow Lady's-Slipper"
"Cypripedium","parviflorum","Cypripedium parviflorum"," var. pubescens"
"Cypripedium","reginae","Cypripedium reginae"," Showy Lady's-Slipper"
"Cystopteris","bulbifera","Cystopteris bulbifera"," Bulblet Bladder Fern"
"Cystopteris","protrusa","Cystopteris protrusa"," Lowland Bladder Fern"
"Cystopteris","tenuis","Cystopteris tenuis"," Upland Brittle Bladder Fern"
"Dactylis","glomerata","Dactylis glomerata"," Orchard Grass"
"Dactylis","glomerata","Dactylis glomerata"," ssp. glomerata"
"Danthonia","compressa","Danthonia compressa"," Flattened Wild Oat Grass"
"Danthonia","spicata","Danthonia spicata"," Poverty Wild Oat Grass"
"Datura","stramonium","Datura stramonium"," Jimsonweed"
"Daucus","carota","Daucus carota"," Queen Anne's-Lace"
"Delphinium","exaltatum","Delphinium exaltatum"," Tall Larkspur"
"Delphinium","tricorne","Delphinium tricorne"," Dwarf Larkspur"
"Dendrolycopodium","obscurum","Dendrolycopodium obscurum"," Princess-Pine"
"Dennstaedtia","punctilobula","Dennstaedtia punctilobula"," Hay-Scented Fern"
"Deparia","acrostichoides","Deparia acrostichoides"," Silvery-Spleenwort"
"Deschampsia","flexuosa","Deschampsia flexuosa"," Wavy Hair Grass"
"Descurainia","pinnata","Descurainia pinnata"," Western Tansy-Mustard"
"Descurainia","pinnata","Descurainia pinnata"," ssp. brachycarpa"
"Desmodium","canescens","Desmodium canescens"," Hoary Tick-Trefoil"
"Desmodium","glabellum","Desmodium glabellum"," Dillenius' Tick-Trefoil"
"Desmodium","marilandicum","Desmodium marilandicum"," Smooth Small-Leaf Tick-Trefoil"
"Desmodium","nuttallii","Desmodium nuttallii"," Nuttall's Tick-Trefoil"
"Desmodium","obtusum","Desmodium obtusum"," Stiff Tick-Trefoil"
"Desmodium","paniculatum","Desmodium paniculatum"," Panicled-Leaf Tick-Trefoil"
"Desmodium","perplexum","Desmodium perplexum"," Perplexed Tick-Trefoil"
"Desmodium","rotundifolium","Desmodium rotundifolium"," Prostrate Tick-Trefoil"
"Dianthus","armeria","Dianthus armeria"," Deptford Pink"
"Dicentra","canadensis","Dicentra canadensis"," Squirrel-Corn"
"Dicentra","cucullaria","Dicentra cucullaria"," Dutchman's-Breeches"
"Dichanthelium","acuminatum","Dichanthelium acuminatum"," Tapered Rosette Grass"
"Dichanthelium","acuminatum","Dichanthelium acuminatum"," var. acuminatum"
"Dichanthelium","boscii","Dichanthelium boscii"," Bosc's Rosette Grass"
"Dichanthelium","clandestinum","Dichanthelium clandestinum"," Deer-Tongue Rosette Grass"
"Dichanthelium","commutatum","Dichanthelium commutatum"," Variable Rosette Grass"
"Dichanthelium","depauperatum","Dichanthelium depauperatum"," Starved Rosette Grass"
"Dichanthelium","dichotomum","Dichanthelium dichotomum"," Cypress Rosette Grass"
"Dichanthelium","dichotomum","Dichanthelium dichotomum"," var. dichotomum"
"Dichanthelium","latifolium","Dichanthelium latifolium"," Broad-Leaf Rosette Grass"
"Dichanthelium","linearifolium","Dichanthelium linearifolium"," Slim-Leaf Rosette Grass"
"Dichanthelium","oligosanthes","Dichanthelium oligosanthes"," Heller's Rosette Grass"
"Dichanthelium","ravenelii","Dichanthelium ravenelii"," Ravenel's Rosette Grass"
"Dichanthelium","scoparium","Dichanthelium scoparium"," Broom Rosette Grass"
"Dichanthelium","sphaerocarpon","Dichanthelium sphaerocarpon"," Round-Seed Rosette Grass"
"Dichanthelium","sphaerocarpon","Dichanthelium sphaerocarpon"," var. sphaerocarpon"
"Diervilla","lonicera","Diervilla lonicera"," Northern Bush-Honeysuckle"
"Digitaria","ischaemum","Digitaria ischaemum"," Smooth Crab Grass"
"Digitaria","sanguinalis","Digitaria sanguinalis"," Hairy Crab Grass"
"Diodia","teres","Diodia teres"," Poorjoe"
"Dioscorea","polystachya","Dioscorea polystachya"," Chinese Yam"
"Dioscorea","villosa","Dioscorea villosa"," Wild Yam"
"Diospyros","virginiana","Diospyros virginiana"," Common Persimmon"
"Diphasiastrum","digitatum","Diphasiastrum digitatum"," Fan Creeping-Cedar"
"Diphasiastrum","tristachyum","Diphasiastrum tristachyum"," Deep-Root Creeping-Cedar"
"Dipsacus","fullonum","Dipsacus fullonum"," Fuller's Teasel"
"Dipsacus","laciniatus","Dipsacus laciniatus"," Cut-Leaf Teasel"
"Dirca","palustris","Dirca palustris"," Eastern Leatherwood"
"Dodecatheon","meadia","Dodecatheon meadia"," Pride-of-Ohio"
"Doellingeria","infirma","Doellingeria infirma"," Cornel-Leaf White-Top"
"Draba","ramosissima","Draba ramosissima"," Branched Whitlow-Grass"
"Draba","verna","Draba verna"," Spring Whitlow-Grass"
"Dryopteris","carthusiana","Dryopteris carthusiana"," Spinulose Wood Fern"
"Dryopteris","celsa","Dryopteris celsa"," Log Fern"
"Dryopteris","cristata","Dryopteris cristata"," Crested Wood Fern"
"Dryopteris","goldiana","Dryopteris goldiana"," Goldie's Wood Fern"
"Dryopteris","intermedia","Dryopteris intermedia"," Evergreen Wood Fern"
"Dryopteris","marginalis","Dryopteris marginalis"," Marginal Wood Fern"
"Dulichium","arundinaceum","Dulichium arundinaceum"," Three-Way Sedge"
"Dulichium","arundinaceum","Dulichium arundinaceum"," var. arundinaceum"
"Dysphania","ambrosioides","Dysphania ambrosioides"," Mexican-Tea"
"Echinacea","pallida","Echinacea pallida"," Pale Purple-Coneflower"
"Echinacea","pallida","Echinacea pallida"," var. pallida"
"Echinochloa","crus-galli","Echinochloa crus-galli"," Large Barnyard Grass"
"Echinochloa","muricata","Echinochloa muricata"," Rough Barnyard Grass"
"Echium","vulgare","Echium vulgare"," Common Viper's-Bugloss"
"Eclipta","prostrata","Eclipta prostrata"," False Daisy"
"Elaeagnus","angustifolia","Elaeagnus angustifolia"," Russian-Olive"
"Elaeagnus","umbellata","Elaeagnus umbellata"," Autumn-Olive"
"Elaeodendron","fortunei","Elaeodendron fortunei"," Winter-Creeper"
"Eleocharis","acicularis","Eleocharis acicularis"," Needle Spike-Rush"
"Eleocharis","engelmannii","Eleocharis engelmannii"," Engelmann's Spike-Rush"
"Eleocharis","obtusa","Eleocharis obtusa"," Blunt Spike-Rush"
"Eleocharis","palustris","Eleocharis palustris"," Common Spike-Rush"
"Eleocharis","tenuis","Eleocharis tenuis"," Slender Spike-Rush"
"Eleocharis","tenuis","Eleocharis tenuis"," var. tenuis"
"Elephantopus","carolinianus","Elephantopus carolinianus"," Carolina Elephant's-Foot"
"Eleusine","indica","Eleusine indica"," Indian Goose Grass"
"Ellisia","nyctelea","Ellisia nyctelea"," Aunt Lucy"
"Elodea","canadensis","Elodea canadensis"," Canadian Waterweed"
"Elodea","nuttallii","Elodea nuttallii"," Western Waterweed"
"Elymus","hystrix","Elymus hystrix"," Eastern Bottle-Brush Grass"
"Elymus","hystrix","Elymus hystrix"," var. hystrix"
"Elymus","macgregorii","Elymus macgregorii"," Macgregor's Wild Rye"
"Elymus","repens","Elymus repens"," Creeping Wild Rye"
"Elymus","riparius","Elymus riparius"," River-Bank Wild Rye"
"Elymus","villosus","Elymus villosus"," Hairy Wild Rye"
"Elymus","virginicus","Elymus virginicus"," Virginia Wild Rye"
"Elymus","virginicus","Elymus virginicus"," var. virginicus"
"Endodeca","serpentaria","Endodeca serpentaria"," Virginia-Snakeroot"
"Epifagus","virginiana","Epifagus virginiana"," Beechdrops"
"Epigaea","repens","Epigaea repens"," Trailing-Arbutus"
"Epilobium","coloratum","Epilobium coloratum"," Purple-Leaf Willowherb"
"Equisetum","arvense","Equisetum arvense"," Field Horsetail"
"Equisetum","fluviatile","Equisetum fluviatile"," Water Horsetail"
"Equisetum","hyemale","Equisetum hyemale"," Tall Scouring-Rush"
"Equisetum","hyemale","Equisetum hyemale"," var. affine"
"Equisetum","sylvaticum","Equisetum sylvaticum"," Woodland Horsetail"
"Eragrostis","capillaris","Eragrostis capillaris"," Lace Grass"
"Eragrostis","cilianensis","Eragrostis cilianensis"," Stink Grass"
"Eragrostis","curvula","Eragrostis curvula"," Weeping Love Grass"
"Eragrostis","frankii","Eragrostis frankii"," Sandbar Love Grass"
"Eragrostis","hypnoides","Eragrostis hypnoides"," Teal Love Grass"
"Eragrostis","minor","Eragrostis minor"," Little Love Grass"
"Eragrostis","pilosa","Eragrostis pilosa"," Indian Love Grass"
"Eragrostis","pilosa","Eragrostis pilosa"," var. pilosa"
"Eragrostis","spectabilis","Eragrostis spectabilis"," Petticoat-Climber"
"Erigenia","bulbosa","Erigenia bulbosa"," Harbinger-of-Spring"
"Erigeron","annuus","Erigeron annuus"," Eastern Daisy Fleabane"
"Erigeron","canadensis","Erigeron canadensis"," Canadian Horseweed"
"Erigeron","philadelphicus","Erigeron philadelphicus"," Philadelphia Fleabane"
"Erigeron","philadelphicus","Erigeron philadelphicus"," var. philadelphicus"
"Erigeron","pulchellus","Erigeron pulchellus"," Robin's-Plantain"
"Erigeron","pulchellus","Erigeron pulchellus"," var. pulchellus"
"Erigeron","strigosus","Erigeron strigosus"," Prairie Fleabane"
"Erigeron","strigosus","Erigeron strigosus"," var. strigosus"
"Eriogonum","allenii","Eriogonum allenii"," Shale-Barren Wild Buckwheat"
"Erodium","cicutarium","Erodium cicutarium"," Red-Stem Stork's-Bill"
"Erysimum","cheiranthoides","Erysimum cheiranthoides"," Worm-Seed Wallflower"
"Erythronium","americanum","Erythronium americanum"," American Trout-Lily"
"Erythronium","americanum","Erythronium americanum"," ssp. americanum"
"Erythronium","umbilicatum","Erythronium umbilicatum"," Dimpled Trout-Lily"
"Erythronium","umbilicatum","Erythronium umbilicatum"," ssp. umbilicatum"
"Euonymus","alatus","Euonymus alatus"," Winged Spindletree"
"Euonymus","americanus","Euonymus americanus"," American Strawberry-Bush"
"Euonymus","atropurpureus","Euonymus atropurpureus"," Eastern Wahoo"
"Euonymus","atropurpureus","Euonymus atropurpureus"," var. atropurpureus"
"Eupatorium","altissimum","Eupatorium altissimum"," Tall Thoroughwort"
"Eupatorium","hyssopifolium","Eupatorium hyssopifolium"," Hyssop-Leaf Thoroughwort"
"Eupatorium","hyssopifolium","Eupatorium hyssopifolium"," var. hyssopifolium"
"Eupatorium","perfoliatum","Eupatorium perfoliatum"," Common Boneset"
"Eupatorium","rotundifolium","Eupatorium rotundifolium"," Round-Leaf Thoroughwort"
"Eupatorium","rotundifolium","Eupatorium rotundifolium"," var. rotundifolium"
"Eupatorium","sessilifolium","Eupatorium sessilifolium"," Upland Boneset"
"Euphorbia","commutata","Euphorbia commutata"," Tinted Woodland Spurge"
"Euphorbia","corollata","Euphorbia corollata"," Flowering Spurge"
"Euphorbia","cyparissias","Euphorbia cyparissias"," Cypress Spurge"
"Euphorbia","dentata","Euphorbia dentata"," Toothed Spurge"
"Euphorbia","dentata","Euphorbia dentata"," var. dentata"
"Euphorbia","lathyris","Euphorbia lathyris"," Moleplant"
"Euphorbia","maculata","Euphorbia maculata"," Spotted Sandmat"
"Euphorbia","marginata","Euphorbia marginata"," Snow-on-the-Mountain"
"Euphorbia","nutans","Euphorbia nutans"," Eyebane"
"Euphorbia","prostrata","Euphorbia prostrata"," Prostrate Sandmat"
"Euphorbia","pubentissima","Euphorbia pubentissima"," False Flowering Spurge"
"Euphorbia","spathulata","Euphorbia spathulata"," Warty Spurge"
"Eurybia","divaricata","Eurybia divaricata"," White Wood-Aster"
"Eurybia","macrophylla","Eurybia macrophylla"," Large-Leaf Wood-Aster"
"Eurybia","schreberi","Eurybia schreberi"," Schreber's Wood-Aster"
"Euthamia","graminifolia","Euthamia graminifolia"," Flat-Top Goldentop"
"Eutrochium","fistulosum","Eutrochium fistulosum"," Trumpetweed"
"Eutrochium","maculatum","Eutrochium maculatum"," Spotted Trumpetweed"
"Eutrochium","maculatum","Eutrochium maculatum"," var. maculatum"
"Eutrochium","purpureum","Eutrochium purpureum"," Sweet-Scented Joe-Pye-Weed"
"Eutrochium","purpureum","Eutrochium purpureum"," var. purpureum"
"Fagopyrum","esculentum","Fagopyrum esculentum"," Garden Buckwheat"
"Fagus","grandifolia","Fagus grandifolia"," American Beech"
"Falcaria","vulgaris","Falcaria vulgaris"," Sickleweed"
"Fallopia","cilinodis","Fallopia cilinodis"," Fringed Black-Bindweed"
"Fallopia","convolvulus","Fallopia convolvulus"," Black-Bindweed"
"Fallopia","scandens","Fallopia scandens"," Climbing Black-Bindweed"
"Festuca","paradoxa","Festuca paradoxa"," Clustered Fescue"
"Festuca","rubra","Festuca rubra"," Red Fescue"
"Festuca","rubra","Festuca rubra"," ssp. rubra"
"Festuca","subverticillata","Festuca subverticillata"," Nodding Fescue"
"Festuca","trachyphylla","Festuca trachyphylla"," Hard Fescue"
"Filago","vulgaris","Filago vulgaris"," Common Cotton-Rose"
"Fimbristylis","autumnalis","Fimbristylis autumnalis"," Slender Fimbry"
"Floerkea","proserpinacoides","Floerkea proserpinacoides"," False Mermaidweed"
"Forsythia","suspensa","Forsythia suspensa"," Weeping Forsythia"
"Forsythia","viridissima","Forsythia viridissima"," Green-Stem Forsythia"
"Fragaria","virginiana","Fragaria virginiana"," Virginia Strawberry"
"Fragaria","virginiana","Fragaria virginiana"," ssp. virginiana"
"Fraxinus","americana","Fraxinus americana"," White Ash"
"Fraxinus","nigra","Fraxinus nigra"," Black Ash"
"Fraxinus","pennsylvanica","Fraxinus pennsylvanica"," Green Ash"
"Fumaria","officinalis","Fumaria officinalis"," Drug Fumitory"
"Fumaria","officinalis","Fumaria officinalis"," ssp. officinalis"
"Galactia","volubilis","Galactia volubilis"," Downy Milk-Pea"
"Galactia","volubilis","Galactia volubilis"," var. volubilis"
"Galearis","spectabilis","Galearis spectabilis"," Showy Orchid"
"Galinsoga","parviflora","Galinsoga parviflora"," Gallant-Soldier"
"Galinsoga","parviflora","Galinsoga parviflora"," var. parviflora"
"Galinsoga","quadriradiata","Galinsoga quadriradiata"," Shaggy-Soldier"
"Galium","anglicum","Galium anglicum"," Wall Bedstraw"
"Galium","aparine","Galium aparine"," Sticky-Willy"
"Galium","asprellum","Galium asprellum"," Rough Bedstraw"
"Galium","boreale","Galium boreale"," Northern Bedstraw"
"Galium","circaezans","Galium circaezans"," Licorice Bedstraw"
"Galium","concinnum","Galium concinnum"," Shining Bedstraw"
"Galium","lanceolatum","Galium lanceolatum"," Lance-Leaf Wild Licorice"
"Galium","latifolium","Galium latifolium"," Purple Bedstraw"
"Galium","mollugo","Galium mollugo"," White Bedstraw"
"Galium","obtusum","Galium obtusum"," Blunt-Leaf Bedstraw"
"Galium","obtusum","Galium obtusum"," ssp. filifolium"
"Galium","pilosum","Galium pilosum"," Hairy Bedstraw"
"Galium","tinctorium","Galium tinctorium"," Stiff Marsh Bedstraw"
"Galium","triflorum","Galium triflorum"," Fragrant Bedstraw"
"Galium","verum","Galium verum"," Yellow Spring Bedstraw"
"Galium","verum","Galium verum"," var. verum"
"Gamochaeta","purpurea","Gamochaeta purpurea"," Spoon-Leaf Purple Everlasting"
"Gaultheria","procumbens","Gaultheria procumbens"," Eastern Teaberry"
"Gaylussacia","baccata","Gaylussacia baccata"," Black Huckleberry"
"Gentiana","villosa","Gentiana villosa"," Striped Gentian"
"Gentianella","quinquefolia","Gentianella quinquefolia"," Agueweed"
"Gentianella","quinquefolia","Gentianella quinquefolia"," ssp. quinquefolia"
"Geranium","carolinianum","Geranium carolinianum"," Carolina Crane's-Bill"
"Geranium","columbinum","Geranium columbinum"," Long-Stalk Crane's-Bill"
"Geranium","dissectum","Geranium dissectum"," Cut-Leaf Crane's-Bill"
"Geranium","maculatum","Geranium maculatum"," Spotted Crane's-Bill"
"Geranium","molle","Geranium molle"," Dove-Foot Crane's-Bill"
"Geranium","robertianum","Geranium robertianum"," Lesser Herbrobert"
"Geum","aleppicum","Geum aleppicum"," Yellow Avens"
"Geum","canadense","Geum canadense"," White Avens"
"Geum","canadense","Geum canadense"," var. canadense"
"Geum","laciniatum","Geum laciniatum"," Rough Avens"
"Geum","vernum","Geum vernum"," Spring Avens"
"Geum","virginianum","Geum virginianum"," Cream Avens"
"Gillenia","trifoliata","Gillenia trifoliata"," Bowman's-Root"
"Glechoma","hederacea","Glechoma hederacea"," Groundivy"
"Gleditsia","triacanthos","Gleditsia triacanthos"," Honey-Locust"
"Glyceria","acutiflora","Glyceria acutiflora"," Creeping Manna Grass"
"Glyceria","melicaria","Glyceria melicaria"," Melic Manna Grass"
"Glyceria","septentrionalis","Glyceria septentrionalis"," Floating Manna Grass"
"Glyceria","striata","Glyceria striata"," Fowl Manna Grass"
"Goodyera","pubescens","Goodyera pubescens"," Downy Rattlesnake-Plantain"
"Gratiola","neglecta","Gratiola neglecta"," Clammy Hedge-Hyssop"
"Gymnocarpium","appalachianum","Gymnocarpium appalachianum"," Appalachian Oak Fern"
"Hackelia","virginiana","Hackelia virginiana"," Beggar's-Lice"
"Hamamelis","virginiana","Hamamelis virginiana"," American Witch-Hazel"
"Hedeoma","pulegioides","Hedeoma pulegioides"," American False Pennyroyal"
"Helenium","autumnale","Helenium autumnale"," Fall Sneezeweed"
"Helianthus","decapetalus","Helianthus decapetalus"," Thin-Leaf Sunflower"
"Helianthus","divaricatus","Helianthus divaricatus"," Woodland Sunflower"
"Helianthus","×laetiflorus","Helianthus ×laetiflorus",""
"Helianthus","strumosus","Helianthus strumosus"," Pale-Leaf Woodland Sunflower"
"Helianthus","tuberosus","Helianthus tuberosus"," Jerusalem-Artichoke"
"Heliopsis","helianthoides","Heliopsis helianthoides"," Smooth Oxeye"
"Heliopsis","helianthoides","Heliopsis helianthoides"," var. helianthoides"
"Helleborus","viridis","Helleborus viridis"," Green Hellebore"
"Hemerocallis","fulva","Hemerocallis fulva"," Orange Day-Lily"
"Hepatica","nobilis","Hepatica nobilis"," Liverwort"
"Hepatica","nobilis","Hepatica nobilis"," var. acuta"
"Hepatica","nobilis","Hepatica nobilis"," var. obtusa"
"Heracleum","maximum","Heracleum maximum"," American Cow-Parsnip"
"Hesperis","matronalis","Hesperis matronalis"," Mother-of-the-Evening"
"Heteranthera","dubia","Heteranthera dubia"," Grass-Leaf Mud-Plantain"
"Heuchera","americana","Heuchera americana"," American Alumroot"
"Heuchera","americana","Heuchera americana"," var. americana"
"Heuchera","pubescens","Heuchera pubescens"," Downy Alumroot"
"Hexastylis","virginica","Hexastylis virginica"," Virginia Heartleaf"
"Hibiscus","laevis","Hibiscus laevis"," Halberd-Leaf Rose-Mallow"
"Hibiscus","moscheutos","Hibiscus moscheutos"," Crimson-Eye Rose-Mallow"
"Hibiscus","moscheutos","Hibiscus moscheutos"," ssp. moscheutos"
"Hibiscus","syriacus","Hibiscus syriacus"," Rose-of-Sharon"
"Hibiscus","trionum","Hibiscus trionum"," Flower-of-An-Hour"
"Hieracium","caespitosum","Hieracium caespitosum"," Meadow Hawkweed"
"Hieracium","×floribundum","Hieracium ×floribundum",""
"Hieracium","gronovii","Hieracium gronovii"," Queendevil"
"Hieracium","paniculatum","Hieracium paniculatum"," Allegheny Hawkweed"
"Hieracium","pilosella","Hieracium pilosella"," Mouse-Ear Hawkweed"
"Hieracium","piloselloides","Hieracium piloselloides"," Tall Hawkweed"
"Hieracium","scabrum","Hieracium scabrum"," Rough Hawkweed"
"Hieracium","venosum","Hieracium venosum"," Rattlesnake-Weed"
"Holcus","lanatus","Holcus lanatus"," Common Velvet Grass"
"Holosteum","umbellatum","Holosteum umbellatum"," Jagged-Chickweed"
"Homalosorus","pycnocarpos","Homalosorus pycnocarpos"," Glade Fern"
"Hordeum","jubatum","Hordeum jubatum"," Fox-Tail Barley"
"Hordeum","jubatum","Hordeum jubatum"," ssp. jubatum"
"Hordeum","pusillum","Hordeum pusillum"," Little Barley"
"Hosta","ventricosa","Hosta ventricosa"," Blue Plantain-Lily"
"Houstonia","caerulea","Houstonia caerulea"," Quaker-Ladies"
"Houstonia","longifolia","Houstonia longifolia"," Long-Leaf Summer Bluet"
