label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Calochortus gunnisonii S.Watson,Calochortus gunnisonii,Calochortus gunnisonii S.Watson,Plantae Tracheophyta Liliopsida Liliales Liliaceae Calochortus gunnisonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Calochortus nuttallii Torr.,Calochortus nuttallii,Calochortus nuttallii Torr.,Plantae Tracheophyta Liliopsida Liliales Liliaceae Calochortus nuttallii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Camelina microcarpa Andrz. ex DC.,Camelina microcarpa,Camelina microcarpa Andrz. ex DC.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Camelina microcarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Capsella bursa-pastoris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carduus nutans L.,Carduus nutans,Carduus nutans L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Carduus nutans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex aurea Nutt.,Carex aurea,Carex aurea Nutt.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex aurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex crawei Dewey ex Torr.,Carex crawei,Carex crawei Dewey ex Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex crawei,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex duriuscula C.A.Mey.,Carex duriuscula,Carex duriuscula C.A.Mey.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex duriuscula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex filifolia Nutt.,Carex filifolia,Carex filifolia Nutt.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex filifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex hystericina Muhl. ex Willd.,Carex hystericina,Carex hystericina Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex hystericina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex lasiocarpa var. americana Fernald,Carex lasiocarpa,Carex lasiocarpa var. americana Fernald,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex lasiocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex macloviana var. macloviana,Carex macloviana,Carex macloviana var. macloviana,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex macloviana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex nebrascensis Dewey,Carex nebrascensis,Carex nebrascensis Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex nebrascensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex nebraskensis Dewey,Carex nebraskensis,Carex nebraskensis Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex nebraskensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex pellita Muhl. ex Willd.,Carex pellita,Carex pellita Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex pellita,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex praegracilis W.Boott,Carex praegracilis,Carex praegracilis W.Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex praegracilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex simulata Mack.,Carex simulata,Carex simulata Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex simulata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex stenophylla Wahlenb.,Carex stenophylla,Carex stenophylla Wahlenb.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex stenophylla,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carum carvi L.,Carum carvi,Carum carvi L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Carum carvi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Castilleja sessiliflora Pursh,Castilleja sessiliflora,Castilleja sessiliflora Pursh,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Castilleja sessiliflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Catabrosa aquatica (L.) P.Beauv.,Catabrosa aquatica,Catabrosa aquatica (L.) P.Beauv.,Plantae Tracheophyta Liliopsida Poales Poaceae Catabrosa aquatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cenchrus longispinus (Hack.) Fernald,Cenchrus longispinus,Cenchrus longispinus (Hack.) Fernald,Plantae Tracheophyta Liliopsida Poales Poaceae Cenchrus longispinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cenchrus spinifex Cav.,Cenchrus spinifex,Cenchrus spinifex Cav.,Plantae Tracheophyta Liliopsida Poales Poaceae Cenchrus spinifex,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ceratocephala orthoceras DC.,Ceratocephala orthoceras,Ceratocephala orthoceras DC.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Ceratocephala orthoceras,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Ceratophyllum demersum L.,Ceratophyllum demersum,Ceratophyllum demersum L.,Plantae Tracheophyta Magnoliopsida Ceratophyllales Ceratophyllaceae Ceratophyllum demersum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cercocarpus montanus Raf.,Cercocarpus montanus,Cercocarpus montanus Raf.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Cercocarpus montanus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cheilanthes Sw.,Cheilanthes ,Cheilanthes Sw.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Cheilanthes,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chenopodium album L.,Chenopodium album,Chenopodium album L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium album,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Chenopodium atrovirens Rydb.,Chenopodium atrovirens,Chenopodium atrovirens Rydb.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium atrovirens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chenopodium berlandieri Moq.,Chenopodium berlandieri,Chenopodium berlandieri Moq.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium berlandieri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chenopodium desiccatum A.Nelson,Chenopodium desiccatum,Chenopodium desiccatum A.Nelson,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium desiccatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chenopodium fremontii S.Watson,Chenopodium fremontii,Chenopodium fremontii S.Watson,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium fremontii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chenopodium hians Standl.,Chenopodium hians,Chenopodium hians Standl.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium hians,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chenopodium incanum (S.Watson) A.Heller,Chenopodium incanum,Chenopodium incanum (S.Watson) A.Heller,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium incanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chenopodium leptophyllum (Moq.) Nutt. ex S.Watson,Chenopodium leptophyllum,Chenopodium leptophyllum (Moq.) Nutt. ex S.Watson,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium leptophyllum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Chenopodium pratericola Rydb.,Chenopodium pratericola,Chenopodium pratericola Rydb.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium pratericola,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Chenopodium watsonii A.Nelson,Chenopodium watsonii,Chenopodium watsonii A.Nelson,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Chenopodium watsonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chloris virgata Sw.,Chloris virgata,Chloris virgata Sw.,Plantae Tracheophyta Liliopsida Poales Poaceae Chloris virgata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Chorispora tenella (Pall.) DC.,Chorispora tenella,Chorispora tenella (Pall.) DC.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Chorispora tenella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Chrysothamnus viscidiflorus (Hook.) Nutt.,Chrysothamnus viscidiflorus,Chrysothamnus viscidiflorus (Hook.) Nutt.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Chrysothamnus viscidiflorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cichorium intybus L.,Cichorium intybus,Cichorium intybus L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cichorium intybus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cicuta douglasii (DC.) J.M.Coult. & Rose,Cicuta douglasii,Cicuta douglasii (DC.) J.M.Coult. & Rose,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cicuta douglasii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cicuta maculata L.,Cicuta maculata,Cicuta maculata L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cicuta maculata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cirsium arvense (L.) Scop.,Cirsium arvense,Cirsium arvense (L.) Scop.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium arvense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cirsium canescens Nutt.,Cirsium canescens,Cirsium canescens Nutt.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium canescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cirsium flodmanii (Rydb.) Arthur,Cirsium flodmanii,Cirsium flodmanii (Rydb.) Arthur,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium flodmanii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cirsium ochrocentrum A.Gray,Cirsium ochrocentrum,Cirsium ochrocentrum A.Gray,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium ochrocentrum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cirsium undulatum (Nutt.) Spreng.,Cirsium undulatum,Cirsium undulatum (Nutt.) Spreng.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium undulatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Clematis ligusticifolia Nutt. ex Torr. & A.Gray,Clematis ligusticifolia,Clematis ligusticifolia Nutt. ex Torr. & A.Gray,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Clematis ligusticifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cleomella serrulata (Pursh) Roalson & J.C.Hall,Cleomella serrulata,Cleomella serrulata (Pursh) Roalson & J.C.Hall,Plantae Tracheophyta Magnoliopsida Brassicales Cleomaceae Cleomella serrulata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Comandra umbellata (L.) Nutt.,Comandra umbellata,Comandra umbellata (L.) Nutt.,Plantae Tracheophyta Magnoliopsida Santalales Comandraceae Comandra umbellata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Conium maculatum L.,Conium maculatum,Conium maculatum L.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Conium maculatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Conringia orientalis (L.) Dumort.,Conringia orientalis,Conringia orientalis (L.) Dumort.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Conringia orientalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Convolvulus arvensis L.,Convolvulus arvensis,Convolvulus arvensis L.,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Convolvulus arvensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Corispermum americanum (Nutt.) Nutt.,Corispermum americanum,Corispermum americanum (Nutt.) Nutt.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Corispermum americanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Corispermum hyssopifolium L.,Corispermum hyssopifolium,Corispermum hyssopifolium L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Corispermum hyssopifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Corydalis aurea Willd.,Corydalis aurea,Corydalis aurea Willd.,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Corydalis aurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Corydalis curvisiliqua subsp. occidentalis (Engelm. ex A.Gray) W.A.Weber,Corydalis curvisiliqua,Corydalis curvisiliqua subsp. occidentalis (Engelm. ex A.Gray) W.A.Weber,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Corydalis curvisiliqua,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Crepis runcinata subsp. runcinata,Crepis runcinata,Crepis runcinata subsp. runcinata,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Crepis runcinata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Croton texensis (Klotzsch) Müll.Arg.,Croton texensis,Croton texensis (Klotzsch) Müll.Arg.,Plantae Tracheophyta Magnoliopsida Malpighiales Euphorbiaceae Croton texensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cryptantha cinerea (Greene) Cronquist,Oreocarya suffruticosa,Cryptantha cinerea (Greene) Cronquist,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Oreocarya suffruticosa,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cryptantha fendleri (A.Gray) Greene,Cryptantha fendleri,Cryptantha fendleri (A.Gray) Greene,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha fendleri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cryptantha minima Rydb.,Cryptantha minima,Cryptantha minima Rydb.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha minima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cyclachaena xanthiifolia (Nutt.) Fresen.,Cyclachaena xanthiifolia,Cyclachaena xanthiifolia (Nutt.) Fresen.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cyclachaena xanthiifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cymopterus glomeratus DC.,Cymopterus glomeratus,Cymopterus glomeratus DC.,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus glomeratus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cynoglossum officinale L.,Cynoglossum officinale,Cynoglossum officinale L.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cynoglossum officinale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cyperus squarrosus L.,Cyperus squarrosus,Cyperus squarrosus L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus squarrosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dalea candida Willd.,Dalea candida,Dalea candida Willd.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea candida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dalea cylindriceps Barneby,Dalea cylindriceps,Dalea cylindriceps Barneby,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea cylindriceps,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dasiphora fruticosa (L.) Rydb.,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Dasiphora fruticosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Datura stramonium L.,Datura stramonium,Datura stramonium L.,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura stramonium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Delphinium carolinianum subsp. virescens (Nutt.) R.E.Brooks,Delphinium carolinianum,Delphinium carolinianum subsp. virescens (Nutt.) R.E.Brooks,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium carolinianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium geyeri Greene,Delphinium geyeri,Delphinium geyeri Greene,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium geyeri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Delphinium nuttallianum Pritz. ex Walp.,Delphinium nuttallianum,Delphinium nuttallianum Pritz. ex Walp.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium nuttallianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Descurainia incisa subsp. incisa,Descurainia incisa,Descurainia incisa subsp. incisa,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia incisa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Descurainia pinnata (Walter) Britton,Descurainia pinnata,Descurainia pinnata (Walter) Britton,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia pinnata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Descurainia sophia (L.) Webb ex Prantl,Descurainia sophia,Descurainia sophia (L.) Webb ex Prantl,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia sophia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dieteria canescens (Pursh) Nutt.,Dieteria canescens,Dieteria canescens (Pursh) Nutt.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Dieteria canescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Diplachne fusca (L.) P.Beauv. ex Roem. & Schult.,Diplachne fusca,Diplachne fusca (L.) P.Beauv. ex Roem. & Schult.,Plantae Tracheophyta Liliopsida Poales Poaceae Diplachne fusca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Distichlis spicata (L.) Greene,Distichlis spicata,Distichlis spicata (L.) Greene,Plantae Tracheophyta Liliopsida Poales Poaceae Distichlis spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides,Dysphania ambrosioides (L.) Mosyakin & Clemants,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Dysphania ambrosioides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dysphania atriplicifolia (Spreng.) G.Kadereit,Dysphania atriplicifolia,Dysphania atriplicifolia (Spreng.) G.Kadereit,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Dysphania atriplicifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Dyssodia papposa (Vent.) A.Hitchc.,Dyssodia papposa,Dyssodia papposa (Vent.) A.Hitchc.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Dyssodia papposa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Echinocereus viridiflorus Engelm.,Echinocereus viridiflorus,Echinocereus viridiflorus Engelm.,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Echinocereus viridiflorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Echinochloa muricata (P.Beauv.) Fernald,Echinochloa muricata,Echinochloa muricata (P.Beauv.) Fernald,Plantae Tracheophyta Liliopsida Poales Poaceae Echinochloa muricata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Echinocystis lobata (Michx.) Torr. & A.Gray,Echinocystis lobata,Echinocystis lobata (Michx.) Torr. & A.Gray,Plantae Tracheophyta Magnoliopsida Cucurbitales Cucurbitaceae Echinocystis lobata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elaeagnus angustifolia L.,Elaeagnus angustifolia,Elaeagnus angustifolia L.,Plantae Tracheophyta Magnoliopsida Rosales Elaeagnaceae Elaeagnus angustifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Elatine brachysperma A.Gray,Elatine brachysperma,Elatine brachysperma A.Gray,Plantae Tracheophyta Magnoliopsida Malpighiales Elatinaceae Elatine brachysperma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elatine triandra Schkuhr,Elatine triandra,Elatine triandra Schkuhr,Plantae Tracheophyta Magnoliopsida Malpighiales Elatinaceae Elatine triandra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Eleocharis acicularis (L.) Roem. & Schult.,Eleocharis acicularis,Eleocharis acicularis (L.) Roem. & Schult.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Eleocharis acicularis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Eleocharis macrostachya Britton,Eleocharis macrostachya,Eleocharis macrostachya Britton,Plantae Tracheophyta Liliopsida Poales Cyperaceae Eleocharis macrostachya,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Eleocharis palustris (L.) Roem. & Schult.,Eleocharis palustris,Eleocharis palustris (L.) Roem. & Schult.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Eleocharis palustris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ellisia nyctelea (L.) L.,Ellisia nyctelea,Ellisia nyctelea (L.) L.,Plantae Tracheophyta Magnoliopsida Boraginales Hydrophyllaceae Ellisia nyctelea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus L.,Elymus ,Elymus L.,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Elymus canadensis L.,Elymus canadensis,Elymus canadensis L.,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus elymoides (Raf.) Swezey,Elymus elymoides,Elymus elymoides (Raf.) Swezey,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus elymoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus lanceolatus (Scribn. & J.G.Sm.) Gould,Elymus lanceolatus,Elymus lanceolatus (Scribn. & J.G.Sm.) Gould,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus lanceolatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus longifolius (J.G.Sm.) Gould,Elymus longifolius,Elymus longifolius (J.G.Sm.) Gould,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus longifolius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus repens (L.) Gould,Elymus repens,Elymus repens (L.) Gould,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus repens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus smithii (Rydb.) Gould,Elymus smithii,Elymus smithii (Rydb.) Gould,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus smithii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Elymus trachycaulus (Link) Gould,Zizania trachycaulus,Elymus trachycaulus (Link) Gould,Plantae Tracheophyta Liliopsida Poales Poaceae Zizania trachycaulus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Epilobium ciliatum Raf.,Epilobium ciliatum,Epilobium ciliatum Raf.,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Epilobium ciliatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Epilobium leptophyllum Raf.,Epilobium leptophyllum,Epilobium leptophyllum Raf.,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Epilobium leptophyllum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Equisetum laevigatum A.Braun & Engelm.,Equisetum laevigatum,Equisetum laevigatum A.Braun & Engelm.,Plantae Tracheophyta Polypodiopsida Equisetales Equisetaceae Equisetum laevigatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Equisetum variegatum Schleich. ex F.Weber & D.Mohr,Equisetum variegatum,Equisetum variegatum Schleich. ex F.Weber & D.Mohr,Plantae Tracheophyta Polypodiopsida Equisetales Equisetaceae Equisetum variegatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Eragrostis cilianensis (All.) Vignolo ex Janch.,Eragrostis cilianensis,Eragrostis cilianensis (All.) Vignolo ex Janch.,Plantae Tracheophyta Liliopsida Poales Poaceae Eragrostis cilianensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Eragrostis mexicana (Hornem.) Link,Eragrostis mexicana,Eragrostis mexicana (Hornem.) Link,Plantae Tracheophyta Liliopsida Poales Poaceae Eragrostis mexicana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
